timestamp,rmssd,coverage,low_frequency,high_frequency
2021-07-04T02:25:00,28.218,0.8,503.01,173.3
2021-07-04T02:30:00,36.717,0.978,636.146,289.258
2021-07-04T02:35:00,36.816,0.962,371.147,265.103
2021-07-04T02:40:00,35.325,1.003,486.428,263.827
2021-07-04T02:45:00,34.51,1.005,804.916,262.061
2021-07-04T02:50:00,35.748,1.004,822.261,290.647
2021-07-04T02:55:00,34.984,1.003,374.611,275.617
2021-07-04T03:00:00,39.929,0.914,2477.971,291.2
2021-07-04T03:05:00,42.063,0.896,1218.137,388.122
2021-07-04T03:10:00,27.352,1.003,227.435,112.325
2021-07-04T03:15:00,21.834,0.997,580.657,134.752
2021-07-04T03:20:00,33.48,0.965,1403.692,233.451
2021-07-04T03:25:00,29.698,1.003,865.222,192.205
2021-07-04T03:30:00,29.78,1.003,412.161,215.902
2021-07-04T03:35:00,37.897,1.006,459.58,250.543
2021-07-04T03:40:00,40.1,0.895,3008.833,254.819
2021-07-04T03:45:00,51.987,0.938,8948.268,608.48
2021-07-04T03:50:00,54.025,1.003,689.953,738.231
2021-07-04T03:55:00,48.147,0.933,6191.159,324.546
2021-07-04T04:00:00,48.25,0.883,3028.087,327.277
2021-07-04T04:05:00,40.314,0.968,2910.847,272.679
2021-07-04T04:10:00,39.56,1.001,779.609,286.17
2021-07-04T04:15:00,45.712,1.005,318.738,430.869
2021-07-04T04:20:00,46.383,0.946,8350.863,320.903
2021-07-04T04:25:00,54.64,1.004,705.095,712.32
2021-07-04T04:30:00,50.597,0.928,2299.54,498.357
2021-07-04T04:35:00,41.328,1.006,1044.486,318.928
2021-07-04T04:40:00,34.16,1.002,816.072,261.612
2021-07-04T04:45:00,45.856,0.963,939.951,518.676
2021-07-04T04:50:00,51.58,0.941,450.569,559.579
2021-07-04T04:55:00,47.036,1.003,2383.989,555.782
2021-07-04T05:00:00,45.756,1.003,1059.458,439.187
2021-07-04T05:05:00,43.52,1.004,1376.967,283.24
2021-07-04T05:25:00,56.067,0.986,656.291,621.353
2021-07-04T05:30:00,59.975,0.954,6499.79,582.416
2021-07-04T05:35:00,75.89,0.976,761.446,1244.943
2021-07-04T05:40:00,80.228,0.948,805.243,1728.104
2021-07-04T05:45:00,62.95,0.926,7712.146,726.078
2021-07-04T05:50:00,56.743,0.922,3700.656,372.197
2021-07-04T05:55:00,61.97,1.006,581.718,709.208
2021-07-04T06:00:00,58.223,0.922,2721.969,610.937
2021-07-04T06:05:00,64.053,0.878,4228.386,885.235
2021-07-04T06:10:00,62.39,0.868,3011.832,447.873
2021-07-04T06:15:00,52.582,0.896,992.945,425.376
2021-07-04T06:20:00,35.801,0.959,601.92,213.888
2021-07-04T06:25:00,46.106,0.948,502.612,295.408
2021-07-04T06:30:00,52.504,0.912,1471.28,577.201
2021-07-04T06:35:00,59.699,0.995,743.116,834.035
2021-07-04T06:40:00,51.32,0.94,3167.471,345.57
2021-07-04T06:45:00,51.571,0.993,1113.847,481.794
2021-07-04T06:50:00,56.724,0.934,3218.452,591.102
2021-07-04T06:55:00,61.431,0.913,1368.881,748.532
2021-07-04T07:00:00,56.911,1.003,787.198,604.699
2021-07-04T07:05:00,59.323,1.006,1240.617,712.553
2021-07-04T07:10:00,64.075,1.003,618.158,692.005
2021-07-04T07:15:00,57.139,1.005,400.19,580.6
2021-07-04T07:20:00,51.755,0.964,3057.179,440.579
2021-07-04T07:25:00,50.233,0.881,1532.339,365.424
2021-07-04T07:30:00,40.774,1.003,601.611,379.621
2021-07-04T08:25:00,55.788,1.004,838.588,754.198
2021-07-04T08:30:00,65.935,1.0,509.196,1031.763
2021-07-04T08:35:00,54.714,1.006,506.176,747.483
2021-07-04T08:40:00,49.084,0.919,2949.428,447.625
2021-07-04T08:45:00,50.12,0.898,3387.577,502.271
2021-07-04T08:50:00,64.985,0.908,3064.393,687.752
2021-07-04T08:55:00,44.935,0.926,1134.044,397.988
2021-07-04T09:00:00,44.597,0.851,1345.616,329.621
2021-07-04T09:05:00,48.486,0.991,2111.161,531.449
2021-07-04T09:10:00,30.921,0.981,1176.204,148.606
2021-07-04T09:15:00,52.564,0.972,1590.091,555.912
2021-07-04T09:20:00,49.778,0.973,1576.459,578.867
2021-07-04T09:25:00,59.346,0.987,2306.236,838.303
2021-07-04T09:30:00,64.468,0.941,1014.29,1122.863
2021-07-04T09:35:00,73.383,1.004,928.459,1389.008
2021-07-04T09:40:00,65.132,0.729,3917.828,539.421
2021-07-04T09:45:00,51.442,0.783,3313.697,400.637
