timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-07-01T11:23:00,15.4,1.1,6.489,14.6,1.5,13.589,,,,16.2,2.0,5.697
2021-07-02T11:06:00,14.2,0.8,9.76,14.0,1.0,8.579,,,,13.8,0.6,5.84
2021-07-03T09:00:30,14.4,1.4,6.472,13.8,1.1,11.679,,,,14.2,1.7,4.72
2021-07-04T09:49:30,14.8,1.3,7.354,14.2,1.2,14.771,,,,14.6,0.6,4.381
2021-07-05T11:00:30,14.2,1.3,7.68,13.4,1.9,13.842,,,,13.8,1.2,5.522
2021-07-06T08:25:30,14.4,0.8,8.179,14.0,1.3,11.03,,,,14.4,2.0,5.347
2021-07-07T09:34:30,13.4,1.1,16.326,13.4,1.1,16.326,,,,13.2,2.0,5.714
2021-07-07T11:23:30,13.4,1.2,10.432,13.4,1.2,10.432,,,,13.0,1.1,3.338
2021-07-09T09:35:00,13.0,1.1,8.121,12.8,1.3,8.435,,,,14.2,2.4,6.761
2021-07-11T11:26:30,13.2,0.5,6.064,13.2,1.3,17.827,,,,13.2,2.3,6.556
2021-07-12T06:32:30,14.0,0.9,7.231,13.8,1.2,9.195,,,,13.0,0.5,3.975
2021-07-14T07:34:00,13.4,1.3,10.347,13.4,1.3,10.347,,,,13.4,0.7,3.864
2021-07-16T09:59:00,13.8,0.8,9.549,13.8,1.4,12.493,,,,13.8,2.1,5.915
2021-07-19T09:13:30,15.4,0.7,5.573,14.0,1.5,12.162,,,,12.2,0.9,2.96
2021-07-21T11:31:00,13.2,0.6,7.175,12.4,1.7,12.547,,,,13.4,2.0,4.915
2021-07-23T10:34:30,14.0,0.7,5.553,12.8,1.4,10.134,,,,13.6,2.7,4.55
2021-07-24T11:06:00,13.8,0.9,8.146,12.8,1.3,11.757,,,,13.8,2.5,5.129
2021-07-25T12:43:30,13.0,0.8,8.212,13.0,1.4,16.758,,,,13.0,1.0,3.388
2021-07-27T10:20:30,14.0,1.0,9.041,13.4,1.3,10.347,,,,14.0,2.0,6.116
2021-07-28T09:51:30,13.0,1.6,6.547,13.0,1.6,6.547,,,,17.6,0.9,2.814
2021-07-29T07:16:30,14.8,0.6,5.433,14.0,1.2,10.731,,,,13.0,0.6,2.679
2021-07-30T10:10:30,13.4,0.6,5.003,12.8,1.4,15.399,,,,12.8,1.5,6.029
2021-07-31T10:30:00,13.4,1.3,8.838,13.2,1.7,8.394,,,,13.8,2.2,7.28
