timestamp,rmssd,coverage,low_frequency,high_frequency
2020-12-25T10:10:00,26.733,0.964,164.179,206.081
2020-12-25T10:15:00,37.963,0.991,303.611,501.581
2020-12-25T10:20:00,41.276,0.992,1329.044,624.088
2020-12-25T10:25:00,45.635,1.001,659.489,738.66
2020-12-25T10:30:00,45.129,1.005,1242.129,434.722
2020-12-25T10:35:00,47.424,1.003,942.405,697.221
2020-12-25T10:40:00,47.504,0.959,593.985,617.851
2020-12-25T10:45:00,55.704,1.003,1834.1,1038.28
2020-12-25T10:50:00,48.415,1.003,1058.49,757.01
2020-12-25T10:55:00,40.307,0.93,574.626,435.073
2020-12-25T11:00:00,45.855,0.938,1328.428,558.936
2020-12-25T11:05:00,26.816,0.989,202.958,84.362
2020-12-25T11:10:00,34.963,0.983,562.829,289.698
2020-12-25T11:15:00,42.899,0.949,2281.498,554.228
2020-12-25T11:20:00,26.132,1.001,653.195,173.151
2020-12-25T11:25:00,32.448,0.985,819.664,238.399
2020-12-25T11:30:00,37.888,1.003,757.051,320.407
2020-12-25T11:35:00,31.93,1.003,1158.961,162.692
2020-12-25T11:40:00,41.703,0.961,394.427,259.581
2020-12-25T11:45:00,38.34,1.004,2156.739,408.723
2020-12-25T11:50:00,39.114,0.971,814.658,353.656
2020-12-25T11:55:00,40.402,1.006,1481.137,367.369
2020-12-25T12:00:00,49.744,0.986,1101.256,707.519
2020-12-25T12:05:00,53.649,1.003,1055.358,936.564
2020-12-25T12:10:00,52.229,1.005,573.546,903.556
2020-12-25T12:15:00,51.316,1.003,800.427,887.295
2020-12-25T12:20:00,54.232,1.003,1000.683,940.083
2020-12-25T12:25:00,56.681,0.991,710.489,1064.105
2020-12-25T12:30:00,53.397,0.93,2293.257,581.338
2020-12-25T12:35:00,48.39,0.988,1103.701,579.174
2020-12-25T12:40:00,50.722,0.907,1378.755,546.478
2020-12-25T12:45:00,53.85,1.001,1228.867,759.796
2020-12-25T12:50:00,52.771,0.975,7068.306,576.957
2020-12-25T12:55:00,45.631,1.004,1452.728,456.471
2020-12-25T13:00:00,45.131,1.003,1379.743,344.495
2020-12-25T13:05:00,46.726,0.975,3335.39,368.723
2020-12-25T13:10:00,46.172,0.963,1548.986,558.125
2020-12-25T13:15:00,51.337,0.887,2373.559,345.634
2020-12-25T13:20:00,51.419,0.962,1195.823,612.598
