timestamp,rmssd,coverage,low_frequency,high_frequency
2021-08-03T03:55:00,43.499,0.96,1055.415,408.996
2021-08-03T04:00:00,42.379,0.983,819.346,464.098
2021-08-03T04:05:00,44.979,0.924,578.214,411.714
2021-08-03T04:10:00,60.18,0.983,626.679,664.521
2021-08-03T04:15:00,47.834,1.003,539.548,484.153
2021-08-03T04:20:00,51.667,1.002,335.491,529.661
2021-08-03T04:25:00,46.186,1.003,378.359,398.964
2021-08-03T04:30:00,56.217,0.997,1007.89,677.087
2021-08-03T04:35:00,45.419,0.911,1771.695,403.945
2021-08-03T04:40:00,43.75,0.958,1879.467,366.893
2021-08-03T04:45:00,38.477,0.965,485.327,267.967
2021-08-03T04:50:00,25.412,1.002,492.978,128.712
2021-08-03T04:55:00,32.744,1.005,1058.863,157.999
2021-08-03T05:00:00,42.175,1.003,717.955,443.125
2021-08-03T05:05:00,47.674,0.876,3313.445,465.061
2021-08-03T05:10:00,41.192,1.001,441.746,390.968
2021-08-03T05:15:00,50.739,0.951,694.629,504.055
2021-08-03T05:20:00,48.639,0.93,1775.94,509.853
2021-08-03T05:25:00,51.955,0.999,771.671,588.138
2021-08-03T05:30:00,72.451,0.973,657.554,1277.084
2021-08-03T05:35:00,76.987,1.005,580.058,1419.482
2021-08-03T05:40:00,80.79,0.999,793.032,1535.187
2021-08-03T05:45:00,57.202,0.885,5611.553,646.311
2021-08-03T05:50:00,58.615,1.002,740.867,802.232
2021-08-03T05:55:00,43.667,1.003,688.53,346.982
2021-08-03T06:00:00,31.652,1.006,257.318,242.737
2021-08-03T06:05:00,40.457,0.996,862.41,419.657
2021-08-03T06:10:00,41.752,1.004,581.912,311.697
2021-08-03T06:15:00,40.331,1.001,680.342,354.059
2021-08-03T06:20:00,38.663,1.005,3260.998,357.245
2021-08-03T06:25:00,41.992,1.001,2660.785,555.234
2021-08-03T06:30:00,41.501,0.998,2396.456,473.786
2021-08-03T06:35:00,44.295,1.002,2370.443,531.788
2021-08-03T06:40:00,60.288,0.941,2887.436,617.147
2021-08-03T06:45:00,72.779,1.004,621.445,1104.401
2021-08-03T06:50:00,81.918,0.971,1016.327,1803.342
2021-08-03T06:55:00,75.697,0.999,879.119,1310.628
2021-08-03T07:00:00,78.558,1.002,652.573,1625.183
2021-08-03T07:05:00,72.623,1.004,366.449,1613.237
2021-08-03T07:10:00,72.516,1.003,590.705,1372.749
2021-08-03T07:15:00,69.568,1.005,1477.123,1255.067
2021-08-03T07:20:00,69.17,0.941,504.135,1313.406
2021-08-03T07:25:00,55.607,0.849,5970.933,837.282
2021-08-03T07:30:00,39.867,0.964,1771.033,351.002
2021-08-03T07:35:00,56.062,0.994,4847.635,625.427
2021-08-03T07:40:00,51.484,0.939,1605.782,533.47
2021-08-03T07:45:00,39.3,1.003,930.797,260.04
2021-08-03T07:50:00,36.087,0.986,1585.845,257.349
2021-08-03T08:00:00,64.061,1.006,802.235,858.742
2021-08-03T08:05:00,59.111,0.993,723.208,727.395
2021-08-03T08:10:00,60.838,0.969,2831.001,688.38
2021-08-03T08:15:00,62.466,1.005,684.035,932.294
2021-08-03T08:20:00,61.47,1.001,386.004,1187.449
2021-08-03T08:25:00,56.729,0.909,1830.403,736.23
2021-08-03T08:30:00,60.159,1.001,935.26,704.631
2021-08-03T08:35:00,63.526,0.94,1739.362,732.998
2021-08-03T08:40:00,62.381,0.958,2378.291,498.485
2021-08-03T08:45:00,45.621,0.995,1062.75,329.257
2021-08-03T08:50:00,38.035,0.915,1288.68,182.381
2021-08-03T08:55:00,55.995,0.916,1471.82,572.129
2021-08-03T09:00:00,44.075,0.982,1604.196,407.012
2021-08-03T09:05:00,57.03,0.944,3402.957,647.662
2021-08-03T09:10:00,58.149,1.002,1379.917,781.615
2021-08-03T09:15:00,46.266,0.978,1763.681,412.478
2021-08-03T09:20:00,52.307,0.957,1112.947,563.784
2021-08-03T09:25:00,53.269,0.922,2380.833,321.376
2021-08-03T09:30:00,58.247,1.005,1414.044,756.615
2021-08-03T09:35:00,60.628,0.939,893.187,917.944
2021-08-03T09:40:00,60.708,0.943,1100.292,602.532
2021-08-03T09:45:00,64.569,1.004,995.966,762.001
2021-08-03T09:50:00,47.102,0.944,816.31,436.648
2021-08-03T09:55:00,52.612,0.815,2629.139,531.064
2021-08-03T10:00:00,67.013,0.992,1762.572,853.768
2021-08-03T10:05:00,73.23,0.807,2173.343,696.996
2021-08-03T10:10:00,59.332,0.86,5066.612,523.461
2021-08-03T10:15:00,35.437,0.983,461.647,199.356
2021-08-03T10:20:00,33.753,0.995,861.298,234.15
2021-08-03T10:25:00,26.251,1.005,455.649,93.585
2021-08-03T10:30:00,28.117,0.824,1655.232,209.123
