timestamp,rmssd,coverage,low_frequency,high_frequency
2021-01-26T02:00:00,42.503,0.875,938.721,656.746
2021-01-26T02:05:00,50.117,0.878,837.178,867.741
2021-01-26T02:10:00,36.327,0.867,583.258,281.002
2021-01-26T02:15:00,35.557,0.98,981.961,301.164
2021-01-26T02:20:00,40.308,1.004,1147.181,489.683
2021-01-26T02:25:00,42.244,1.002,463.553,458.881
2021-01-26T02:30:00,37.244,0.91,3531.628,406.699
2021-01-26T02:35:00,37.031,1.004,1556.959,329.062
2021-01-26T02:40:00,45.413,1.0,563.609,543.513
2021-01-26T02:45:00,45.843,1.005,623.676,610.704
2021-01-26T02:50:00,54.46,0.974,584.151,1059.44
2021-01-26T02:55:00,48.989,0.954,2531.7,603.415
2021-01-26T03:00:00,30.668,0.961,1750.327,200.234
2021-01-26T03:05:00,28.742,0.984,601.517,304.302
2021-01-26T03:10:00,53.455,0.942,1685.819,803.871
2021-01-26T03:15:00,74.073,0.981,1433.899,1683.401
2021-01-26T03:20:00,43.045,0.976,1687.711,422.829
2021-01-26T03:25:00,41.634,1.004,1522.771,459.279
2021-01-26T03:30:00,40.941,1.003,848.663,335.291
2021-01-26T03:35:00,45.789,1.004,1452.323,540.507
2021-01-26T03:40:00,49.988,1.001,630.626,681.143
2021-01-26T03:45:00,44.798,0.899,722.914,361.636
2021-01-26T03:50:00,46.551,0.946,1468.114,540.748
2021-01-26T03:55:00,43.906,0.935,1325.108,457.147
2021-01-26T04:00:00,55.027,0.876,1988.967,966.052
2021-01-26T04:05:00,50.194,0.938,2844.603,495.788
2021-01-26T04:10:00,46.315,0.988,924.739,563.513
2021-01-26T04:15:00,38.226,0.953,1570.801,393.236
2021-01-26T04:20:00,42.194,0.944,1005.449,451.824
2021-01-26T04:25:00,48.055,1.0,2316.951,603.228
2021-01-26T04:30:00,50.508,0.974,1207.002,786.338
2021-01-26T04:35:00,49.954,1.005,1251.225,749.354
2021-01-26T04:40:00,62.794,0.871,2002.419,867.518
2021-01-26T04:45:00,62.644,1.004,1118.844,805.306
2021-01-26T04:50:00,54.84,0.973,1429.745,561.981
2021-01-26T04:55:00,46.949,1.004,798.773,587.023
2021-01-26T05:00:00,44.132,1.003,977.014,574.927
2021-01-26T05:05:00,46.414,1.003,540.851,595.026
2021-01-26T05:10:00,49.153,0.989,887.709,696.988
2021-01-26T05:15:00,46.462,0.904,2552.885,350.249
2021-01-26T05:20:00,52.103,0.933,2535.966,568.721
2021-01-26T05:25:00,50.144,0.947,3869.832,516.721
2021-01-26T05:30:00,54.909,0.983,3258.249,878.238
2021-01-26T05:35:00,47.492,0.906,1703.644,489.989
2021-01-26T05:40:00,43.091,0.987,895.892,482.737
2021-01-26T05:45:00,42.041,1.004,1215.687,466.779
2021-01-26T05:50:00,44.619,0.916,1176.177,503.952
2021-01-26T05:55:00,54.058,1.006,2280.137,949.484
2021-01-26T06:00:00,48.664,0.938,1251.393,405.881
2021-01-26T06:05:00,36.701,0.987,549.208,264.797
2021-01-26T06:10:00,32.415,1.003,846.718,200.075
2021-01-26T06:15:00,29.072,0.979,810.145,201.587
2021-01-26T06:20:00,40.397,0.882,815.743,173.365
2021-01-26T06:25:00,44.545,1.002,1508.503,531.187
2021-01-26T06:30:00,38.816,0.971,1292.156,283.913
2021-01-26T06:35:00,45.639,0.935,850.857,490.54
2021-01-26T06:40:00,50.713,0.985,1750.01,712.777
2021-01-26T06:45:00,51.229,1.002,608.778,726.029
2021-01-26T06:50:00,54.415,0.992,1627.287,945.238
2021-01-26T06:55:00,47.671,0.93,1951.978,387.672
2021-01-26T07:00:00,50.341,0.932,2715.487,731.399
2021-01-26T07:05:00,51.945,0.987,793.257,811.14
2021-01-26T07:10:00,51.207,0.98,938.056,734.242
2021-01-26T07:15:00,54.151,0.973,365.562,858.13
2021-01-26T07:20:00,54.678,0.91,2337.164,413.532
