timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-08-01T09:00:30,13.6,1.4,11.605,13.6,1.4,11.605,,,,12.6,0.7,6.392
2021-08-03T10:37:30,13.8,1.2,7.691,13.2,1.1,13.741,,,,14.0,1.6,13.322
2021-08-04T12:38:00,13.8,0.8,7.509,13.8,0.8,7.509,,,,13.6,1.3,5.869
2021-08-06T07:49:30,13.6,1.1,7.993,13.4,1.3,10.479,,,,13.6,1.5,7.713
2021-08-07T08:43:00,13.8,1.2,10.629,13.8,1.2,10.629,,,,14.4,2.6,5.67
2021-08-08T10:51:30,13.6,1.1,5.887,13.4,1.1,14.242,,,,14.0,1.7,9.43
2021-08-09T07:53:00,15.0,1.1,5.888,14.6,0.8,9.415,,,,14.0,2.1,4.377
2021-08-10T07:40:30,13.8,0.6,6.256,13.4,1.0,10.881,,,,13.0,1.3,5.915
2021-08-13T07:44:00,15.0,0.8,9.405,14.4,1.4,11.486,,,,13.8,1.8,5.77
2021-08-15T10:45:30,13.6,0.7,9.774,13.8,1.4,11.452,,,,15.0,0.9,4.49
2021-08-16T08:52:30,14.2,0.8,6.748,13.6,1.0,12.35,,,,12.6,0.6,4.6
2021-08-17T08:45:30,13.4,0.8,7.522,13.0,1.4,8.881,,,,14.2,3.2,3.665
2021-08-18T08:33:30,14.2,0.9,6.864,14.0,1.4,10.575,,,,13.8,0.6,6.019
2021-08-19T10:53:00,13.0,1.1,10.423,13.6,1.2,8.627,,,,13.6,1.8,6.796
2021-08-20T12:19:30,14.8,0.8,8.784,14.2,1.3,8.995,,,,13.6,1.8,5.852
2021-08-21T09:32:00,14.6,1.0,8.198,13.2,1.3,12.544,,,,12.8,0.7,5.019
2021-08-23T11:56:00,14.0,1.1,9.865,13.6,1.7,21.066,,,,14.4,1.9,3.243
2021-08-24T06:48:00,14.0,1.3,9.374,14.4,1.4,7.93,,,,14.0,2.0,8.023
2021-08-26T08:05:30,13.8,1.6,11.678,13.8,1.6,11.678,,,,16.4,1.9,6.563
2021-08-26T13:11:30,14.6,1.9,5.573,14.4,1.8,6.953,,,,15.8,0.7,4.373
2021-08-27T09:48:30,13.2,0.8,6.773,13.4,1.2,13.062,,,,13.6,0.8,6.473
2021-08-28T11:51:00,13.4,0.8,8.0,12.8,1.8,13.848,,,,14.6,2.6,6.45
2021-08-29T08:40:30,13.0,0.9,6.926,13.6,1.2,10.882,,,,13.8,0.9,6.687
2021-08-30T11:16:00,14.6,1.0,6.437,14.4,1.3,10.217,,,,14.2,1.9,6.385
2021-08-31T08:01:30,13.6,0.8,6.937,13.6,1.4,6.573,,,,13.8,1.8,6.924
