timestamp,rmssd,coverage,low_frequency,high_frequency
2021-08-16T03:35:00,39.551,0.951,266.513,616.167
2021-08-16T03:40:00,39.857,0.979,1711.32,473.028
2021-08-16T03:45:00,45.77,0.969,2164.45,593.543
2021-08-16T03:50:00,38.851,1.002,1336.519,399.968
2021-08-16T03:55:00,38.68,0.989,1698.821,371.734
2021-08-16T04:00:00,42.302,1.003,863.083,515.269
2021-08-16T04:05:00,44.831,0.977,1308.429,648.302
2021-08-16T04:10:00,45.579,0.96,1268.24,673.454
2021-08-16T04:15:00,44.533,0.969,839.487,647.239
2021-08-16T04:20:00,44.517,1.004,1463.346,476.151
2021-08-16T04:25:00,41.404,0.903,888.478,383.552
2021-08-16T04:30:00,33.063,1.002,763.275,440.985
2021-08-16T04:35:00,36.326,0.915,1937.176,318.472
2021-08-16T04:40:00,35.395,0.996,1359.32,219.349
2021-08-16T04:45:00,41.822,0.939,699.39,341.182
2021-08-16T04:50:00,44.726,0.997,2597.439,305.75
2021-08-16T04:55:00,35.027,1.003,1249.189,362.992
2021-08-16T05:00:00,40.408,1.006,1334.239,306.324
2021-08-16T05:05:00,42.014,1.002,704.171,395.584
2021-08-16T05:10:00,41.106,1.006,533.238,382.427
2021-08-16T05:15:00,44.03,0.913,4153.697,316.587
2021-08-16T05:20:00,56.2,0.949,2959.256,568.488
2021-08-16T05:25:00,59.122,0.997,714.653,945.367
2021-08-16T05:30:00,56.075,0.888,1382.054,863.979
2021-08-16T05:35:00,57.241,0.998,1873.225,833.761
2021-08-16T05:40:00,57.023,1.003,819.975,817.746
2021-08-16T05:45:00,53.724,0.957,2205.768,553.045
2021-08-16T05:50:00,40.344,0.907,1139.119,345.534
2021-08-16T05:55:00,50.831,1.004,1081.898,676.826
2021-08-16T06:00:00,57.316,0.972,1100.809,1260.14
2021-08-16T06:05:00,49.336,1.003,930.71,804.525
2021-08-16T06:10:00,27.915,0.842,1300.541,126.383
2021-08-16T06:15:00,50.013,0.971,3593.31,624.015
2021-08-16T06:20:00,49.303,0.993,4829.665,471.495
2021-08-16T06:25:00,47.984,1.002,1481.339,424.375
2021-08-16T06:30:00,51.6,0.99,1930.313,611.497
2021-08-16T06:35:00,57.695,1.003,2636.4,707.099
2021-08-16T06:40:00,61.995,0.969,2903.585,625.459
2021-08-16T06:45:00,67.933,1.004,1075.393,1169.535
2021-08-16T06:50:00,64.505,1.002,830.538,857.33
2021-08-16T06:55:00,60.343,1.004,599.531,795.767
2021-08-16T07:00:00,52.636,1.006,794.011,565.955
2021-08-16T07:05:00,51.968,1.005,582.402,623.07
2021-08-16T07:10:00,50.034,0.942,3452.476,458.124
2021-08-16T07:15:00,58.446,0.913,1482.777,609.745
2021-08-16T07:20:00,63.189,0.947,3045.288,768.252
2021-08-16T07:25:00,52.617,0.935,942.152,669.676
2021-08-16T07:30:00,63.131,0.918,2404.918,892.024
2021-08-16T07:35:00,52.147,0.973,3326.819,541.039
2021-08-16T07:40:00,50.623,0.925,879.641,564.493
2021-08-16T07:45:00,36.975,0.987,1730.587,283.748
2021-08-16T07:50:00,39.829,1.004,536.508,305.497
2021-08-16T07:55:00,34.118,0.975,1864.179,198.8
2021-08-16T08:00:00,32.626,0.988,1251.601,192.535
2021-08-16T08:05:00,36.88,0.963,1142.632,281.482
2021-08-16T08:10:00,43.906,0.851,2739.627,299.481
2021-08-16T08:15:00,53.294,1.002,2501.065,660.753
2021-08-16T08:20:00,47.431,0.908,1883.818,441.872
2021-08-16T08:25:00,50.087,1.003,854.798,505.892
2021-08-16T08:30:00,50.483,1.007,1258.72,474.652
2021-08-16T08:35:00,50.761,0.968,1625.759,605.146
2021-08-16T08:40:00,52.207,0.994,644.346,574.175
2021-08-16T08:45:00,59.319,0.811,2693.948,544.781
