timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2021-03-01T07:10:30,12.6,1.1,6.083,12.4,1.1,5.812,,,,-1.0,0.0,0.0
2021-03-02T07:04:00,13.0,1.1,13.97,13.0,1.1,13.97,,,,17.2,1.0,2.951
2021-03-03T06:17:00,12.6,1.6,6.902,12.6,1.6,6.902,,,,15.6,2.1,4.377
2021-03-04T07:20:30,12.8,0.7,6.134,12.6,1.1,7.246,,,,14.0,2.0,4.349
2021-03-05T07:11:00,13.2,0.9,9.317,12.6,1.6,7.593,,,,12.6,1.3,6.458
2021-03-06T06:31:00,13.2,0.9,8.756,12.8,1.3,7.722,,,,14.6,2.4,3.456
2021-03-06T08:02:00,13.2,1.0,8.086,13.2,0.7,8.417,,,,14.6,2.5,3.457
2021-03-07T07:39:30,13.8,1.0,9.825,12.8,1.3,10.962,,,,13.8,1.8,6.227
2021-03-08T07:11:30,13.2,1.0,4.446,13.2,1.2,6.203,,,,13.4,1.6,4.671
2021-03-09T07:22:30,12.6,0.7,8.956,12.4,1.0,6.366,,,,11.4,0.5,4.749
2021-03-10T05:55:30,13.4,0.8,5.354,13.0,1.1,8.495,,,,13.8,1.9,4.399
2021-03-11T06:06:00,12.6,1.1,5.329,13.0,0.8,4.985,,,,13.4,1.5,3.168
2021-03-12T06:18:30,13.6,1.1,6.945,13.0,1.1,5.463,,,,13.2,0.9,4.704
2021-03-13T07:47:00,13.2,0.8,5.993,13.2,0.8,5.993,,,,-1.0,0.0,2.254
2021-03-14T09:25:30,13.2,0.9,8.613,12.6,1.4,9.596,,,,13.0,1.4,6.182
2021-03-15T07:29:00,12.2,1.1,7.466,12.2,1.1,7.466,,,,13.8,1.3,4.984
2021-03-16T06:50:00,0.0,0.0,0.0,-1.0,0.0,0.0,,,,-1.0,0.0,0.0
2021-03-17T08:33:30,12.8,0.7,8.584,12.4,1.1,10.539,,,,13.0,1.4,6.494
2021-03-18T08:51:00,13.0,0.7,5.995,12.4,1.4,5.921,,,,11.8,1.2,5.867
2021-03-19T09:03:30,13.0,1.1,5.723,13.0,1.2,9.691,,,,13.4,1.5,6.026
2021-03-20T11:17:00,12.8,0.8,7.476,12.8,1.1,14.264,,,,13.0,3.7,2.613
2021-03-21T11:47:00,13.2,1.2,7.971,12.2,1.6,10.338,,,,13.2,1.5,10.055
2021-03-22T07:52:30,13.2,0.7,5.78,12.8,1.1,8.465,,,,13.4,2.6,5.738
2021-03-22T10:01:30,13.2,0.7,7.343,12.8,1.3,8.22,,,,13.8,2.3,4.159
2021-03-23T06:57:00,12.8,1.5,8.698,12.8,1.5,8.698,,,,12.4,0.6,3.612
2021-03-24T06:35:30,13.0,1.1,10.162,13.0,1.1,10.162,,,,14.0,0.7,4.223
2021-03-24T11:05:30,13.2,0.7,10.159,13.2,0.7,10.159,,,,-1.0,0.0,1.722
2021-03-25T07:06:30,13.4,1.0,7.097,13.8,1.2,6.726,,,,15.0,1.8,6.014
2021-03-27T10:28:00,14.0,1.0,7.075,12.8,1.2,10.426,,,,13.6,1.8,5.78
2021-03-28T10:25:00,13.2,1.0,5.346,12.8,1.5,10.021,,,,13.2,1.6,6.77
2021-03-29T06:13:00,12.8,0.9,8.769,12.8,0.9,8.769,,,,12.8,1.5,5.573
2021-03-30T07:06:30,13.2,0.6,8.25,12.8,1.4,6.518,,,,13.4,1.5,4.19
2021-03-30T12:21:30,13.6,1.7,9.35,13.6,1.7,9.35,,,,-1.0,0.0,0.0
2021-03-31T12:34:00,13.0,0.8,14.088,12.6,0.9,10.453,,,,13.6,1.7,8.306
