timestamp,value
2021-12-29T11:04:30Z,50.0
2021-12-29T11:05:30Z,50.0
2021-12-29T11:06:30Z,83.9
2021-12-29T11:07:30Z,85.2
2021-12-29T11:08:30Z,86.6
2021-12-29T11:09:30Z,87.4
2021-12-29T11:10:30Z,87.6
2021-12-29T11:11:30Z,88.4
2021-12-29T11:12:30Z,88.4
2021-12-29T11:13:30Z,88.4
2021-12-29T11:14:30Z,88.7
2021-12-29T11:15:31Z,89.2
2021-12-29T11:16:31Z,89.0
2021-12-29T11:17:31Z,88.0
2021-12-29T11:18:31Z,88.1
2021-12-29T11:19:31Z,88.7
2021-12-29T11:20:31Z,88.5
2021-12-29T11:21:32Z,88.4
2021-12-29T11:22:32Z,88.3
2021-12-29T11:23:32Z,50.0
2021-12-29T11:24:32Z,88.5
2021-12-29T11:25:32Z,88.5
2021-12-29T11:26:32Z,88.9
2021-12-29T11:27:32Z,89.5
2021-12-29T11:28:33Z,90.2
2021-12-29T11:29:33Z,89.6
2021-12-29T11:30:33Z,90.1
2021-12-29T11:31:33Z,50.0
2021-12-29T11:32:33Z,89.2
2021-12-29T11:33:33Z,89.4
2021-12-29T11:34:33Z,89.6
2021-12-29T11:35:33Z,50.0
2021-12-29T11:36:33Z,89.7
2021-12-29T11:37:34Z,90.4
2021-12-29T11:38:34Z,89.9
2021-12-29T11:39:34Z,88.8
2021-12-29T11:40:34Z,89.4
2021-12-29T11:41:34Z,89.4
2021-12-29T11:42:34Z,89.3
2021-12-29T11:43:35Z,89.3
2021-12-29T11:44:35Z,89.4
2021-12-29T11:45:35Z,89.7
2021-12-29T11:46:35Z,90.1
2021-12-29T11:47:35Z,90.2
2021-12-29T11:48:36Z,89.6
2021-12-29T11:49:36Z,89.0
2021-12-29T11:50:36Z,88.6
2021-12-29T11:51:36Z,88.8
2021-12-29T11:52:36Z,88.5
2021-12-29T11:53:36Z,88.6
2021-12-29T11:54:37Z,88.9
2021-12-29T11:55:37Z,88.7
2021-12-29T11:56:37Z,89.2
2021-12-29T11:57:37Z,89.1
