timestamp,value
2021-01-12T09:13:00Z,50.0
2021-01-12T09:14:00Z,76.7
2021-01-12T09:15:00Z,76.4
2021-01-12T09:16:00Z,76.9
2021-01-12T09:17:00Z,50.0
2021-01-12T09:18:00Z,50.0
2021-01-12T09:19:00Z,77.5
2021-01-12T09:20:00Z,77.9
2021-01-12T09:21:00Z,80.8
2021-01-12T09:22:00Z,84.7
2021-01-12T09:23:00Z,87.5
2021-01-12T09:24:00Z,88.9
2021-01-12T09:25:01Z,90.2
2021-01-12T09:26:01Z,91.0
2021-01-12T09:27:01Z,50.0
2021-01-12T09:28:01Z,92.2
2021-01-12T09:29:01Z,92.9
2021-01-12T09:30:01Z,94.1
2021-01-12T09:31:01Z,95.5
2021-01-12T09:32:01Z,96.2
2021-01-12T09:33:01Z,96.5
2021-01-12T09:34:01Z,96.2
2021-01-12T09:35:01Z,95.7
2021-01-12T09:36:01Z,94.8
2021-01-12T09:37:01Z,94.3
2021-01-12T09:38:02Z,93.8
2021-01-12T09:39:02Z,93.6
2021-01-12T09:40:02Z,93.5
2021-01-12T09:41:02Z,93.5
2021-01-12T09:42:02Z,93.2
2021-01-12T09:43:02Z,93.2
2021-01-12T09:44:02Z,93.3
2021-01-12T09:45:02Z,93.3
2021-01-12T09:46:02Z,93.2
2021-01-12T09:47:02Z,93.3
2021-01-12T09:48:02Z,93.8
2021-01-12T09:49:03Z,93.7
2021-01-12T09:50:03Z,93.9
2021-01-12T09:51:03Z,94.0
2021-01-12T09:52:03Z,94.4
2021-01-12T09:53:03Z,94.2
2021-01-12T09:54:03Z,94.8
2021-01-12T09:55:03Z,94.8
2021-01-12T09:56:03Z,94.8
2021-01-12T09:57:03Z,95.0
2021-01-12T09:58:03Z,95.0
2021-01-12T09:59:03Z,94.9
2021-01-12T10:00:03Z,95.2
2021-01-12T10:01:03Z,95.1
2021-01-12T10:02:03Z,95.3
2021-01-12T10:03:04Z,95.1
2021-01-12T10:04:04Z,95.6
2021-01-12T10:05:04Z,50.0
2021-01-12T10:06:04Z,50.0
2021-01-12T10:07:04Z,95.1
2021-01-12T10:08:04Z,94.4
2021-01-12T10:09:04Z,94.0
2021-01-12T10:10:04Z,93.7
2021-01-12T10:11:04Z,93.4
2021-01-12T10:12:04Z,50.0
2021-01-12T10:13:04Z,93.2
2021-01-12T10:14:04Z,93.4
2021-01-12T10:15:04Z,93.4
2021-01-12T10:16:04Z,93.4
2021-01-12T10:17:04Z,93.4
2021-01-12T10:18:05Z,93.3
2021-01-12T10:19:05Z,93.2
2021-01-12T10:20:05Z,93.2
2021-01-12T10:21:05Z,93.4
2021-01-12T10:22:05Z,93.5
2021-01-12T10:23:05Z,93.5
2021-01-12T10:24:05Z,93.8
2021-01-12T10:25:05Z,93.5
2021-01-12T10:26:05Z,93.3
2021-01-12T10:27:05Z,93.4
2021-01-12T10:28:05Z,93.4
