timestamp,value
2021-06-30T06:20:00Z,50.0
2021-06-30T06:21:00Z,99.1
2021-06-30T06:22:00Z,99.4
2021-06-30T06:23:00Z,99.8
2021-06-30T06:24:00Z,97.4
2021-06-30T06:25:00Z,95.5
2021-06-30T06:26:00Z,95.6
2021-06-30T06:27:00Z,95.6
2021-06-30T06:28:00Z,50.0
2021-06-30T06:29:00Z,95.0
2021-06-30T06:30:00Z,93.9
2021-06-30T06:31:00Z,94.3
2021-06-30T06:32:00Z,94.5
2021-06-30T06:33:00Z,92.8
2021-06-30T06:34:00Z,92.1
2021-06-30T06:35:01Z,92.0
2021-06-30T06:36:01Z,91.6
2021-06-30T06:37:01Z,90.9
2021-06-30T06:38:01Z,90.4
2021-06-30T06:39:01Z,50.0
2021-06-30T06:40:01Z,89.2
2021-06-30T06:41:01Z,87.9
2021-06-30T06:42:01Z,87.0
2021-06-30T06:43:01Z,86.4
2021-06-30T06:44:01Z,86.2
2021-06-30T06:45:01Z,50.0
2021-06-30T06:46:01Z,88.3
2021-06-30T06:47:01Z,89.8
2021-06-30T06:48:01Z,50.0
2021-06-30T06:49:01Z,92.3
2021-06-30T06:50:02Z,94.0
2021-06-30T06:51:02Z,95.2
2021-06-30T06:52:02Z,96.3
2021-06-30T06:53:02Z,96.6
2021-06-30T06:54:02Z,96.9
2021-06-30T06:55:02Z,96.4
2021-06-30T06:56:02Z,95.7
2021-06-30T06:57:02Z,95.3
2021-06-30T06:58:02Z,95.1
2021-06-30T06:59:02Z,94.5
2021-06-30T07:00:02Z,94.4
2021-06-30T07:01:02Z,94.5
2021-06-30T07:02:02Z,94.3
2021-06-30T07:03:03Z,50.0
2021-06-30T07:04:03Z,93.8
2021-06-30T07:05:03Z,93.7
2021-06-30T07:06:03Z,50.0
2021-06-30T07:07:03Z,94.3
2021-06-30T07:08:03Z,95.0
2021-06-30T07:09:03Z,95.3
2021-06-30T07:10:03Z,95.5
2021-06-30T07:11:03Z,95.8
2021-06-30T07:12:03Z,95.9
2021-06-30T07:13:03Z,95.7
2021-06-30T07:14:03Z,95.9
2021-06-30T07:15:03Z,96.2
2021-06-30T07:16:03Z,96.0
2021-06-30T07:17:03Z,95.8
2021-06-30T07:18:04Z,50.0
2021-06-30T07:19:04Z,94.2
2021-06-30T07:20:04Z,50.0
2021-06-30T07:21:04Z,91.7
2021-06-30T07:22:04Z,92.4
2021-06-30T07:23:04Z,50.0
2021-06-30T07:24:04Z,93.6
2021-06-30T07:25:04Z,50.0
2021-06-30T07:26:04Z,94.1
2021-06-30T07:27:04Z,94.3
2021-06-30T07:28:04Z,95.1
2021-06-30T07:29:04Z,94.6
2021-06-30T07:30:04Z,94.9
2021-06-30T07:31:04Z,50.0
2021-06-30T07:32:04Z,95.9
2021-06-30T07:33:05Z,97.0
2021-06-30T07:34:05Z,50.0
2021-06-30T07:35:05Z,97.6
2021-06-30T07:36:05Z,96.1
2021-06-30T07:37:05Z,95.9
2021-06-30T07:38:05Z,96.4
2021-06-30T07:39:05Z,97.1
2021-06-30T07:40:05Z,97.4
2021-06-30T07:41:05Z,97.4
2021-06-30T07:42:05Z,95.8
2021-06-30T07:43:05Z,93.8
2021-06-30T07:44:05Z,92.5
2021-06-30T07:45:06Z,93.2
2021-06-30T07:46:06Z,94.8
2021-06-30T07:47:06Z,93.2
2021-06-30T07:48:06Z,50.0
2021-06-30T07:49:06Z,92.6
2021-06-30T07:50:06Z,90.7
2021-06-30T07:51:06Z,50.0
2021-06-30T07:52:06Z,93.0
2021-06-30T07:53:06Z,93.4
2021-06-30T07:54:06Z,50.0
